chr_name	start	end	val	color	gene
chr17	27071028	27077974	1	gray	TRAF4
chr12	75433857	75603619	1	gray	KCNC2
chr10	99258680	99330963	1	gray	UBTD1
chr3	122140749	122233786	1	gray	KPNA1
chr19	50815196	50832634	1	gray	KCNC3
chr17	66031850	66042975	1	gray	KPNA2
chr10	135192765	135205198	1	gray	PAOX
chr10	13142081	13180307	1	gray	OPTN
chr9	131492066	131534765	1	gray	ZER1
chr9	86274882	86322873	1	gray	UBQLN1
chr5	171636649	171710768	1	gray	UBTD2
chr1	211499956	211548286	1	gray	TRAF5
chrX	56590059	56594301	1	gray	UBQLN2
chr13	50273455	50366818	1	gray	KPNA3
chr11	36505320	36531822	1	gray	TRAF6
chr1	110752935	110776666	1	gray	KCNC4
chr17	48243365	48253289	1	gray	SGCA
chr16	2205782	2228130	1	gray	TRAF7
chr14	23235896	23242251	1	gray	OXA1L
chr11	5528529	5531187	1	gray	UBQLN3
chr3	160212794	160283359	1	gray	KPNA4
chr6	117002373	117063030	1	gray	KPNA5
chr4	52886871	52904465	1	gray	SGCB
chr1	156005089	156023589	1	gray	UBQLN4
chr1	32573656	32642164	1	gray	KPNA6
chr7	98771194	98805738	1	gray	KPNA7
chr5	155754173	156194798	1	gray	SGCD
chr4	74852155	74853907	1	gray	PPBP
chr7	94214291	94285445	1	gray	SGCE
chr19	18169804	18209626	1	gray	IL12RB1
chr3	127872323	128127489	1	gray	EEFSEC
chr13	23734646	23899301	1	gray	SGCG
chr1	67773046	67864405	1	gray	IL12RB2
chr19	18553472	18632880	1	gray	ELL
chr8	74206836	74237516	1	gray	RDH10
chr22	46546428	46639653	1	gray	PPARA
chr14	68143518	68162481	1	gray	RDH11
chr14	68168602	68201168	1	gray	RDH12
chr7	73442118	73484236	1	gray	ELN
chr19	55555683	55580888	1	gray	RDH13
chr10	135207660	135236024	1	gray	MTG1
chr20	60758083	60778624	1	gray	MTG2
chr6	84262604	84419127	1	gray	SNAP91
chr6	35310334	35395968	1	gray	PPARD
chr2	18735988	18741919	1	gray	RDH14
chr9	37422692	37436987	1	gray	GRHPR
chr12	57345214	57353158	1	gray	RDH16
chr21	45719935	45747256	1	gray	PFKL
chr18	28898122	28939209	1	gray	DSG1
chr10	46550120	48827966	1	gray	PTPN20
chr3	12328866	12475842	1	gray	PPARG
chr19	20188808	20231970	1	gray	ZNF90
chr18	29078139	29128970	1	gray	DSG2
chr14	88932121	89021351	1	gray	PTPN21
chr12	48499035	48540187	1	gray	PFKM
chrX	153712055	153714954	1	gray	UBL4A
chr19	23540497	23578273	1	gray	ZNF91
chr19	10217037	10226048	1	gray	PPAN-P2RY11
chr18	29027703	29058665	1	gray	DSG3
chr17	41831105	41836159	1	gray	SOST
chr14	24476292	24520586	1	gray	DHRS4L1
chr9	137533648	137736688	1	gray	COL5A1
chr9	7796499	7799778	1	gray	DMAC1
chr7	8152814	8302242	1	gray	ICA1
chr5	172385731	172396774	1	gray	RPL26L1
chr1	114356432	114414381	1	gray	PTPN22
chr19	41937222	41945817	1	gray	DMAC2
chr18	28956739	28994871	1	gray	DSG4
chr14	24439082	24475617	1	gray	DHRS4L2
chr7	64838711	64866049	1	gray	ZNF92
chr3	47422510	47454925	1	gray	PTPN23
chr1	110655064	110656569	1	gray	UBL4B
chr1	40915735	40929387	1	gray	ZFP69B
chr2	189896623	190044487	1	gray	COL5A2
chr19	20011754	20046384	1	gray	ZNF93
chr19	10070236	10121180	1	gray	COL5A3
chr10	3109739	3178997	1	gray	PFKP
chr19	12936290	12946242	1	gray	RTBDN
chr2	17721238	17838285	1	gray	VSNL1
chr16	77233304	77247112	1	gray	SYCE1L
chr19	22573820	22605148	1	gray	ZNF98
chr19	22934984	22966953	1	gray	ZNF99
chr11	5535622	5537929	1	gray	UBQLNL
chr8	13942353	15095940	1	gray	SGCZ
chr6	5998232	6007838	1	gray	NRN1
chr10	21068902	21581979	1	gray	NEBL
chr22	24309075	24314745	1	gray	DDTL
chr19	44978663	45004574	1	gray	ZNF180
chr19	35225147	35236283	1	gray	ZNF181
chr10	118888030	118897781	1	gray	VAX1
chrX	47834249	47863388	1	gray	ZNF182
chr2	71127705	71160575	1	gray	VAX2
chr20	34287326	34288902	1	gray	ROMO1
chr17	73126319	73127890	1	gray	NT5C
chr6	27418520	27440897	1	gray	ZNF184
chrX	152082985	152142025	1	gray	ZNF185
chr11	32409320	32457085	1	gray	WT1
chr6	86159301	86205509	1	gray	NT5E
chr19	8367010	8373242	1	gray	CD320
chr7	112063198	112117258	1	gray	IFRD1
chr6	39297765	39693199	1	gray	KIF6
chr3	50325162	50329860	1	gray	IFRD2
chr15	90171207	90198698	1	gray	KIF7
chr9	124101264	124132582	1	gray	STOM
chr9	104161132	104172942	1	gray	ZNF189
chr17	21030240	21095343	1	gray	DHRS7B
chr3	47269487	47324289	1	gray	KIF9
chr2	102686849	102796334	1	gray	IL1R1
chr17	9674754	9694909	1	gray	DHRS7C
chr2	102608421	102645006	1	gray	IL1R2
chr17	17206686	17250977	1	gray	NT5M
chrY	25130409	27198251	1	gray	BPY2B
chr18	77155929	77289323	1	gray	NFATC1
chr17	27370158	27384234	1	gray	PIPOX
chr11	46417961	46615573	1	gray	AMBRA1
chrY	25130409	27198251	1	gray	BPY2C
chr20	50003499	50179378	1	gray	NFATC2
chr16	68119272	68263162	1	gray	NFATC3
chr14	24836116	24848811	1	gray	NFATC4
chr19	50372289	50381613	1	gray	AKT1S1
chr11	4902929	4904313	1	gray	OR51T1
chr1	43282792	43310662	1	gray	ERMAP
chr19	36393430	36395279	1	gray	HCST
chr11	122753235	122834570	1	gray	JHY
chr10	124768521	124817831	1	gray	ACADSB
chr11	61567100	61584475	1	gray	FADS1
chr11	61583674	61634826	1	gray	FADS2
chr3	54952257	55001129	1	gray	LRTM1
chr2	203776940	203852986	1	gray	CARF
chrX	148663308	148869399	1	gray	MAGEA9B
chr12	1929432	1945919	1	gray	LRTM2
chr11	61640997	61659017	1	gray	FADS3
chr14	60712467	60765805	1	gray	PPM1A
chr10	26727269	26856732	1	gray	APBB1IP
chr2	44395941	44461785	1	gray	PPM1B
chr17	72873441	72889731	1	gray	FADS6
chr14	71787192	72207926	1	gray	SIPA1L1
chr5	147648356	147665818	1	gray	SPINK13
chr18	3066804	3219966	1	gray	MYOM1
chr17	58677553	58743640	1	gray	PPM1D
chr17	48939586	48945339	1	gray	TOB1
chr5	147548108	147555182	1	gray	SPINK14
chr1	232533711	232766242	1	gray	SIPA1L2
chr22	41829497	41842805	1	gray	TOB2
chr19	38397847	38699008	1	gray	SIPA1L3
chr17	56833214	57062540	1	gray	PPM1E
chr8	1993160	2093380	1	gray	MYOM2
chr22	22273797	22307220	1	gray	PPM1F
chr12	48728369	48745029	1	gray	ZNF641
chr1	24382530	24438625	1	gray	MYOM3
chr1	55222570	55230196	1	gray	PARS2
chr2	27604065	27632458	1	gray	PPM1G
chr17	37793332	37820454	1	gray	STARD3
chr12	63037773	63328930	1	gray	PPM1H
chr11	64851693	64855868	1	gray	ZFPL1
chr5	110831731	110848295	1	gray	STARD4
chr1	91380856	91487812	1	gray	ZNF644
chr15	81601393	81616482	1	gray	STARD5
chr1	113252615	113257950	1	gray	PPM1J
chr18	51850861	51884228	1	gray	STARD6
chr16	31085742	31095517	1	gray	ZNF646
chr4	89178771	89205713	1	gray	PPM1K
chr19	48949239	48960279	1	gray	GRWD1
chr3	160474018	160796689	1	gray	PPM1L
chr2	96850601	96874565	1	gray	STARD7
chrX	67867510	67945684	1	gray	STARD8
chrX	52725945	52790617	1	gray	SSX2B
chr20	3229947	3388309	1	gray	C20orf194
chr6	2427965	31138459	1	gray	POU5F1
chr3	52279774	52284615	1	gray	PPM1M
chr1	182023704	182030847	1	gray	ZNF648
chr19	52392487	52408270	1	gray	ZNF649
chr19	46001730	46005764	1	gray	PPM1N
chr15	42867803	43013196	1	gray	STARD9
chr5	93068925	93077306	1	gray	POU5F2
chr3	98188323	98189420	1	gray	OR5K1
chr1	40361099	40367589	1	gray	MYCL
chr21	32201357	32202078	1	gray	KRTAP7-1
chr3	98216524	98217475	1	gray	OR5K2
chrX	48818640	48828251	1	gray	KCND1
chr10	59951277	60027654	1	gray	IPMK
chr3	98109509	98110475	1	gray	OR5K3
chr2	16080671	16087125	1	gray	MYCN
chr17	45727284	45762871	1	gray	KPNB1
chr7	119913228	120390389	1	gray	KCND2
chr5	49692025	49737122	1	gray	EMB
chr3	98072697	98073663	1	gray	OR5K4
chr2	113875547	113891591	1	gray	IL1RN
chr1	112313285	112532290	1	gray	KCND3
chrX	153607654	153609883	1	gray	EMD
chr19	18723679	18731849	1	gray	TMEM59L
chr1	58946390	59012398	1	gray	OMA1
chr15	81293263	81298129	1	gray	TLNRD1
chr14	45431392	45543634	1	gray	TOGARAM1
chr11	116618885	116643714	1	gray	BUD13
chr1	160175173	160185162	1	gray	PEA15
chr2	29204163	29275096	1	gray	TOGARAM2
chr12	22778104	22843599	1	gray	ETNK1
chr14	93170154	93214972	1	gray	LGMN
chr1	204100189	204121172	1	gray	ETNK2
chr15	74922898	74988365	1	gray	EDC3
chr1	42922011	42939049	1	gray	PPCS
chr16	67906954	67918400	1	gray	EDC4
chr7	123670974	123673121	1	gray	TMEM229A
chr3	119298338	119308792	1	gray	ADPRH
chr14	67936982	68000567	1	gray	TMEM229B
chr8	133787603	133861052	1	gray	PHF20L1
chr6	108362612	108395945	1	gray	OSTM1
chr5	78908239	78984068	1	gray	TENT2
chr17	10600910	10614875	1	gray	ADPRM
chr18	60790578	60987002	1	gray	BCL2
chr1	25757348	25826698	1	gray	MACO1
chr19	45251964	45263301	1	gray	BCL3
chr15	55831084	55881169	1	gray	PYGO1
chr1	154929501	154934258	1	gray	PYGO2
chr4	71384285	71398460	1	gray	AMTN
chr19	16589872	16606978	1	gray	CALR3
chr3	187439164	187463256	1	gray	BCL6
chr1	36554492	36559533	1	gray	ADPRS
chr6	24426061	24489806	1	gray	GPLD1
chr17	80900024	81009686	1	gray	B3GNTL1
chr1	147013270	147098015	1	gray	BCL9
chr9	139253934	139258196	1	gray	DNLZ
chr5	109025066	109205326	1	gray	MAN2A1
chr18	19993561	19997878	1	gray	CTAGE1
chr15	91445611	91465809	1	gray	MAN2A2
chr3	133875976	133969701	1	gray	RYK
chr6	4148520	32920874	1	gray	HLA-DMA
chrX	111119278	111147213	1	gray	TRPC5OS
chr12	12510011	12624166	1	gray	BORCS5
chr11	3379156	3400452	1	gray	ZNF195
chr7	143880547	143966392	1	gray	CTAGE4
chr6	4134540	32908805	1	gray	HLA-DMB
chr19	50979763	50994128	1	gray	EMC10
chr17	8091662	8093498	1	gray	BORCS6
chr10	127585103	127698163	1	gray	FANK1
chr10	94833231	94837642	1	gray	CYP26A1
chr3	51428715	51435336	1	gray	RBM15B
chr10	104614015	104624718	1	gray	BORCS7
chr7	143452181	143454789	1	gray	CTAGE6
chr3	44666527	44689963	1	gray	ZNF197
chr19	19287715	19302961	1	gray	BORCS8
chr5	151202073	151304412	1	gray	GLRA1
chrX	14547419	14749933	1	gray	GLRA2
chr7	143880062	143966877	1	gray	CTAGE8
chr6	132029580	132032157	1	gray	CTAGE9
chr4	175558070	175750398	1	gray	GLRA3
chr2	128848773	128953249	1	gray	UGGT1
chr2	71004441	71017775	1	gray	FIGLA
chr19	40021627	40023492	1	gray	EID2B
chr18	6941740	7117796	1	gray	LAMA1
chr13	96453835	96705655	1	gray	UGGT2
chr6	36358328	36410631	1	gray	PXT1
chr11	71713909	71791739	1	gray	NUMA1
chr6	129204282	129837710	1	gray	LAMA2
chr18	21269416	21535029	1	gray	LAMA3
chr5	112768249	112770686	1	gray	TSSK1B
chr1	33207430	33240571	1	gray	KIAA1522
chr6	112429133	112575917	1	gray	LAMA4
chr20	60884120	60942368	1	gray	LAMA5
chr16	89679715	89704841	1	gray	DPEP1
chr16	68021292	68033387	1	gray	DPEP2
chr5	141971742	142077635	1	gray	FGF1
chr5	9627458	9630463	1	gray	TAS2R1
chr16	68009565	68014402	1	gray	DPEP3
chr4	123747862	123819391	1	gray	FGF2
chr11	69624735	69634184	1	gray	FGF3
chr7	141463896	141464997	1	gray	TAS2R3
chr14	35452103	35498773	1	gray	SRP54
chr11	69585790	69590109	1	gray	FGF4
chr7	141476473	141481491	1	gray	TAS2R4
chr7	141490016	141491167	1	gray	TAS2R5
chr4	81187741	81212171	1	gray	FGF5
chr2	119599746	119605224	1	gray	EN1
chr12	4543307	4554780	1	gray	FGF6
chr7	155250823	155257526	1	gray	EN2
chr15	49715438	49780971	1	gray	FGF7
chr12	10954130	10955226	1	gray	TAS2R7
chr12	10958649	10959885	1	gray	TAS2R8
chr11	63580927	63595188	1	gray	SPINDOC
chr10	103529865	103540126	1	gray	FGF8
chrX	41374188	41782807	1	gray	CASK
chr13	22245211	22278635	1	gray	FGF9
chr12	10961692	10962767	1	gray	TAS2R9
chr15	75519093	75522031	1	gray	LOC105376731
chr9	130965657	131017523	1	gray	DNM1
chr19	10828728	10942586	1	gray	DNM2
chr17	47366567	47439835	1	gray	ZNF652
chr15	45409563	45422077	1	gray	DUOXA1
chr19	11594243	11616654	1	gray	ZNF653
chr15	45406523	45410619	1	gray	DUOXA2
chr1	171810637	172387603	1	gray	DNM3
chr16	88519687	88603439	1	gray	ZFPM1
chr3	88108404	88193810	1	gray	ZNF654
chr17	9705702	9725388	1	gray	GSG1L2
chr8	106330665	106816767	1	gray	ZFPM2
chr7	99156044	99174077	1	gray	ZNF655
chr1	231664414	231702269	1	gray	TSNAX
chr3	121902514	122010475	1	gray	CASR
chr9	40771411	40792116	1	gray	ZNF658
chr5	95997740	96110385	1	gray	CAST
chr11	55578842	55579952	1	gray	OR5L1
chr11	55594694	55595630	1	gray	OR5L2
chr11	12308446	12383685	1	gray	MICALCL
chrX	84347289	84498785	1	gray	SATL1
chr21	35818985	35884508	1	gray	KCNE1
chr21	35736304	35743680	1	gray	KCNE2
chr17	43138684	43186382	1	gray	NMT1
chr3	156977531	157221394	1	gray	VEPH1
chr11	74165885	74178594	1	gray	KCNE3
chr10	15147768	15210692	1	gray	NMT2
chr5	43192326	43280952	1	gray	NIM1K
chr2	17935135	17970213	1	gray	GEN1
chr19	496485	505343	1	gray	MADCAM1
chr5	121495870	121518358	1	gray	LOC100505841
chr2	223916907	223920355	1	gray	KCNE4
chrX	108866928	108868401	1	gray	KCNE5
chr7	73097926	73112542	1	gray	BUD23
chr9	130577290	130617052	1	gray	ENG
chr14	20925843	20929771	1	gray	PIP4P1
chr8	92006030	92053087	1	gray	PIP4P2
chr6	2374817	31080352	1	gray	C6orf15
chr7	130794852	131181391	1	gray	MKLN1
chr12	27849379	27850522	1	gray	REP15
chr20	35240721	35274599	1	gray	SLA2
chr2	228844669	229046403	1	gray	SPHKAP
chr5	56111375	56191978	1	gray	MAP3K1
chr1	47011312	47017319	1	gray	KNCN
chr2	128056243	128146041	1	gray	MAP3K2
chr17	61699776	61773665	1	gray	MAP3K3
chr11	62186504	62190667	1	gray	SCGB1A1
chr6	161412758	161538417	1	gray	MAP3K4
chr3	3168623	3195119	1	gray	TRNT1
chr7	97920961	98030402	1	gray	BAIAP2L1
chr6	136878183	137113615	1	gray	MAP3K5
chr22	38480907	38506691	1	gray	BAIAP2L2
chr11	64879325	64883707	1	gray	TM7SF2
chr1	27681674	27693452	1	gray	MAP3K6
chr12	27124515	27167317	1	gray	TM7SF3
chr11	46740762	46761056	1	gray	F2
chr6	91223298	91296791	1	gray	MAP3K7
chr10	30722949	30750762	1	gray	MAP3K8
chr8	121137340	121385812	1	gray	COL14A1
chr1	94994728	95007413	1	gray	F3
chr14	71189242	71276230	1	gray	MAP3K9
chr1	2115898	2144159	1	gray	FAAP20
chr10	33466420	33623595	1	gray	NRP1
chr1	169481188	169555719	1	gray	F5
chr15	101107128	101142389	1	gray	LINS1
chr10	105253461	105352303	1	gray	NEURL1
chr10	76993398	76995715	1	gray	COMTD1
chr3	11178923	11305243	1	gray	HRH1
chr2	206547223	206662855	1	gray	NRP2
chr20	44517110	44519926	1	gray	NEURL2
chr13	113760101	113774999	1	gray	F7
chr5	175085073	175137759	1	gray	HRH2
chr3	9773412	9789701	1	gray	BRPF1
chrX	154064063	154250998	1	gray	F8
chr20	60790015	60795334	1	gray	HRH3
chr19	33463147	33469130	1	gray	FAAP24
chr16	71599562	71610995	1	gray	TAT
chr10	16865964	17171810	1	gray	CUBN
chr2	97163382	97171094	1	gray	NEURL3
chrX	138612894	138645618	1	gray	F9
chr19	12757321	12777591	1	gray	MAN2B1
chr18	22040600	22059938	1	gray	HRH4
chr17	7218946	7232654	1	gray	NEURL4
chr6	36164520	36200567	1	gray	BRPF3
chr7	149412101	149431664	1	gray	KRBA1
chr4	6576915	6625075	1	gray	MAN2B2
chr17	8262140	8280022	1	gray	KRBA2
chr8	79428574	79517502	1	gray	PKIA
chr6	122793061	123047518	1	gray	PKIB
chr1	57460450	59012398	1	gray	DAB1
chr5	39371775	39425335	1	gray	DAB2
chrX	153639874	153650063	1	gray	TAZ
chr3	179512746	179754725	1	gray	PEX5L
chr2	72356366	72374991	1	gray	CYP26B1
chr19	49977471	49989488	1	gray	FLT3LG
chr20	43160421	43247678	1	gray	PKIG
chr9	132371162	132398414	1	gray	NTMT1
chr2	217277206	217347774	1	gray	SMARCAL1
chr1	117452537	117532974	1	gray	PTGFRN
chrY	25130409	27198251	1	gray	BPY2
chr14	24683142	24701591	1	gray	NEDD8-MDP1
chr7	107564243	107643606	1	gray	LAMB1
chr22	40139048	40289764	1	gray	ENTHD1
chr7	112120907	112131117	1	gray	LSMEM1
chr3	49158546	49170483	1	gray	LAMB2
chr16	58147496	58163285	1	gray	CFAP20
chr3	50316517	50325545	1	gray	LSMEM2
chr1	209788214	209825770	1	gray	LAMB3
chr11	20691096	21597229	1	gray	NELL1
chr7	107663999	107770806	1	gray	LAMB4
chr14	24649424	24658022	1	gray	IPO4
chr12	44902057	45307711	1	gray	NELL2
chr1	241660903	241683055	1	gray	FH
chr1	1309115	1310587	1	gray	AURKAIP1
chr13	98605928	98676550	1	gray	IPO5
chr11	31453947	31531169	1	gray	IMMP1L
chr12	7917811	7926717	1	gray	NANOGNB
chr11	61116216	61129755	1	gray	CYB561A3
chr11	5220964	5221930	1	gray	OR51V1
chr10	70587287	70655211	1	gray	STOX1
chr5	82767492	82878122	1	gray	VCAN
chr11	9406198	9469674	1	gray	IPO7
chr4	184826459	184944679	1	gray	STOX2
chrX	151903241	151909518	1	gray	CSAG1
chr12	32112348	32146041	1	gray	RESF1
chr12	30781914	30848803	1	gray	IPO8
chr1	201798284	201853418	1	gray	IPO9
chr2	67624464	67639221	1	gray	ETAA1
chrX	151876747	151928733	1	gray	CSAG3
chr14	93403258	93582270	1	gray	ITPK1
chr12	48436679	48499862	1	gray	SENP1
chr1	237167402	237167741	1	gray	MT1HL1
chr10	51026324	51371371	1	gray	PARG
chr3	185304082	185351339	1	gray	SENP2
chr17	79369256	79433357	1	gray	BAHCC1
chr17	7465235	7475287	1	gray	SENP3
chr17	74034855	74068607	1	gray	SRP68
chr12	62860605	62994256	1	gray	MON2
chr11	33061117	33095109	1	gray	TCP11L1
chr12	106696510	106740781	1	gray	TCP11L2
chr3	196594726	196661584	1	gray	SENP5
chr6	76311224	76427997	1	gray	SENP6
chr3	44626455	44641185	1	gray	ZNF660
chr12	49372104	49376403	1	gray	WNT1
chr11	71900752	71907367	1	gray	FOLR1
chr3	183547058	183602668	1	gray	PARL
chr3	101043048	101232085	1	gray	SENP7
chr17	17714647	17740325	1	gray	SREBF1
chr17	4848946	4851825	1	gray	PFN1
chr15	72406598	72436033	1	gray	SENP8
chr11	71927837	71932994	1	gray	FOLR2
chr7	116915504	116963112	1	gray	WNT2
chr3	42947633	42960826	1	gray	ZNF662
chr2	119699769	119752236	1	gray	MARCO
chr22	42229108	42303309	1	gray	SREBF2
chr17	44839871	44896058	1	gray	WNT3
chr16	67918787	67922756	1	gray	NRN1L
chr16	14529557	14724117	1	gray	PARN
chr11	71846770	71850936	1	gray	FOLR3
chr3	149682691	149688682	1	gray	PFN2
chr12	124457761	124499974	1	gray	ZNF664
chr5	176827109	176827662	1	gray	PFN3
chr1	22443805	22469590	1	gray	WNT4
chr19	53665676	53696611	1	gray	ZNF665
chr6	152442818	152958497	1	gray	SYNE1
chr2	24337678	24346204	1	gray	PFN4
chr14	64319721	64693167	1	gray	SYNE2
chr1	206858249	206907626	1	gray	MAPKAPK2
chr2	219724527	219738955	1	gray	WNT6
chr19	56950692	56988770	1	gray	ZNF667
chr14	95873603	95982987	1	gray	SYNE3
chr3	50649292	50686728	1	gray	MAPKAPK3
chrX	48242956	48271355	1	gray	SSX4B
chr21	31661462	31661832	1	gray	KRTAP25-1
chr19	36494208	36499715	1	gray	SYNE4
chr16	31072163	31085561	1	gray	ZNF668
chr12	112280031	112340026	1	gray	MAPKAPK5
chr11	56376713	56382350	1	gray	OR5M1
chr1	247263263	247267674	1	gray	ZNF669
chr1	204167290	204183116	1	gray	GOLT1A
chr15	41786071	41795749	1	gray	ITPKA
chr12	21654722	21671339	1	gray	GOLT1B
chr11	56236963	56238014	1	gray	OR5M3
chr2	11052059	11054351	1	gray	KCNF1
chr19	41171811	41196556	1	gray	NUMBL
chr1	226819390	226926876	1	gray	ITPKB
chr19	41223016	41246765	1	gray	ITPKC
chr15	79165122	79190481	1	gray	MORF4L1
chr7	99006591	99017239	1	gray	BUD31
chrX	102930425	102943086	1	gray	MORF4L2
chr8	52232136	52722005	1	gray	PXDNL
chr2	11817669	11967533	1	gray	LPIN1
chr18	2916991	3013142	1	gray	LPIN2
chr11	56257910	56258846	1	gray	OR5M8
chr4	972860	987192	1	gray	SLC26A1
chr20	39969460	39989222	1	gray	LPIN3
chr11	56229944	56230877	1	gray	OR5M9
chr5	149340320	149366963	1	gray	SLC26A2
chr7	107405913	107443668	1	gray	SLC26A3
chr3	73431580	73674092	1	gray	PDZRN3
chr14	75370653	75389963	1	gray	RPS6KL1
chr13	78271821	78338377	1	gray	SLAIN1
chr12	41582121	41968547	1	gray	PDZRN4
chr7	107301272	107358252	1	gray	SLC26A4
chr7	102993176	103086654	1	gray	SLC26A5
chr4	48343545	48428215	1	gray	SLAIN2
chr11	118868847	118886502	1	gray	CENATAC
chr3	48663155	48672894	1	gray	SLC26A6
chr8	92221723	92410382	1	gray	SLC26A7
chr7	121958465	122526813	1	gray	CADPS2
chrX	9431334	9687780	1	gray	TBL1X
chr6	35911290	35992418	1	gray	SLC26A8
chrY	6778726	6959724	1	gray	TBL1Y
chr1	205882176	205912588	1	gray	SLC26A9
chr16	27214846	27233089	1	gray	KDM8
chr7	2577443	2595158	1	gray	BRAT1
chr4	42410390	42659122	1	gray	ATP8A1
chr13	25946111	26599989	1	gray	ATP8A2
chr5	176730799	176733950	1	gray	PRELID1
chr1	59762484	60228402	1	gray	FGGY
chr5	145135906	145214905	1	gray	PRELID2
chr10	22497742	22498912	1	gray	EBLN1
chrX	69488183	69501690	1	gray	ARR3
chr3	73110809	73112471	1	gray	EBLN2
chr2	161128661	161350318	1	gray	RBMS1
chr17	39991936	40004636	1	gray	KLHL10
chr12	56915603	56989976	1	gray	RBMS2
chr6	170863420	170881958	1	gray	TBP
chr17	40004770	40021676	1	gray	KLHL11
chr3	137842554	137851232	1	gray	A4GNT
chr3	49866046	49893997	1	gray	TRAIP
chr3	29322561	30051886	1	gray	RBMS3
chr1	202860248	202897727	1	gray	KLHL12
chrX	117031775	117251303	1	gray	KLHL13
chr16	28303845	28335170	1	gray	SBK1
chr15	43891760	43910998	1	gray	STRC
chr9	139877444	139880210	1	gray	LCNL1
chr7	99613174	99642997	1	gray	ZKSCAN1
chr19	56039977	56048500	1	gray	SBK2
chr18	30252635	30352986	1	gray	KLHL14
chr16	25247321	25269166	1	gray	ZKSCAN2
chrX	24001838	24045303	1	gray	KLHL15
chr19	56052022	56056909	1	gray	SBK3
chr15	75648132	75660968	1	gray	MAN2C1
chr6	28317723	28336949	1	gray	ZKSCAN3
chr17	80015381	80023680	1	gray	DUS1L
chr17	32612760	32615353	1	gray	CCL11
chr6	28209474	28226989	1	gray	ZKSCAN4
chr3	190984956	191048325	1	gray	UTS2B
chr1	55315299	55352868	1	gray	DHCR24
chr13	73326307	73356038	1	gray	DIS3
chr7	99102284	99132299	1	gray	ZKSCAN5
chr5	162887637	162918947	1	gray	HMMR
chr1	895963	901099	1	gray	KLHL17
chr1	65298905	65533429	1	gray	JAK1
chr17	32683498	32685629	1	gray	CCL13
chr9	4985085	5129944	1	gray	JAK2
chr6	4204052	32977368	1	gray	HLA-DOA
chr6	3235414	32003195	1	gray	C4B_2
chr3	47324433	47388306	1	gray	KLHL18
chr19	17935590	17958791	1	gray	JAK3
chr17	34310324	34313765	1	gray	CCL14
chr17	17115526	17140482	1	gray	FLCN
chr6	4062065	32784779	1	gray	HLA-DOB
chr3	44596684	44624973	1	gray	ZKSCAN7
chr17	34324617	34328592	1	gray	CCL15
chr10	94820554	94829297	1	gray	CYP26C1
chr8	24241797	24263526	1	gray	ADAMDEC1
chr7	7222174	7288246	1	gray	C1GALT1
chr6	28109660	28127250	1	gray	ZKSCAN8
chrX	71424514	71458877	1	gray	ERCC6L
chr17	34303534	34308533	1	gray	CCL16
chr16	66586465	66600190	1	gray	CKLF
chr3	44283377	44373590	1	gray	TOPAZ1
chr16	57438678	57449975	1	gray	CCL17
chrX	47431299	47479256	1	gray	SYN1
chr17	34391631	34399392	1	gray	CCL18
chr17	26662786	26674035	1	gray	TNFAIP1
chr15	52873517	53002012	1	gray	FAM214A
chr9	34689566	34691273	1	gray	CCL19
chr3	12045833	12233532	1	gray	SYN2
chr2	37064840	37193679	1	gray	STRN
chr22	32903806	33454367	1	gray	SYN3
chr15	65204100	65251033	1	gray	ANKDD1A
chr14	103589797	103603776	1	gray	TNFAIP2
chr9	35104113	35115859	1	gray	FAM214B
chr4	72607410	72671237	1	gray	GC
chrX	134847184	134891539	1	gray	CT45A1
chr6	138188395	138204449	1	gray	TNFAIP3
chr5	74907277	74967671	1	gray	ANKDD1B
chr1	182992554	183114727	1	gray	LAMC1
chrX	134866213	134874561	1	gray	CT45A2
chr12	8325149	8332642	1	gray	ZNF705A
chr1	183155398	183214262	1	gray	LAMC2
chrX	134883487	134891634	1	gray	CT45A3
chr12	81110690	81113449	1	gray	MYF5
chr9	133884560	133969860	1	gray	LAMC3
chr8	7783858	7809935	1	gray	ZNF705B
chr12	81101412	81103253	1	gray	MYF6
chr4	1694457	1714046	1	gray	SLBP
chr2	152214105	152236560	1	gray	TNFAIP6
chrX	134866213	134874561	1	gray	CT45A5
chr8	11946846	11973025	1	gray	ZNF705D
chr5	68788373	68853931	1	gray	OCLN
chrX	134866175	134891539	1	gray	CT45A6
chr11	93063882	93171636	1	gray	DEUP1
chr11	71525090	71532593	1	gray	ZNF705E
chr7	110302699	111202548	1	gray	IMMP2L
chr5	118604453	118735383	1	gray	TNFAIP8
chrX	134847385	134971043	1	gray	CT45A7
chr17	80329640	80335334	1	gray	UTS2R
chr11	34127175	34168455	1	gray	NAT10
chrX	134866213	134874249	1	gray	CT45A8
chrX	30671475	30749577	1	gray	GK
chr8	7213038	7243080	1	gray	ZNF705G
chrX	134866213	134874608	1	gray	CT45A9
chr11	58206466	58209709	1	gray	OR5B12
chr7	140413127	140624729	1	gray	BRAF
chr4	57333782	57369847	1	gray	SRP72
chr2	55746730	55772216	1	gray	CFAP36
chr7	138516126	138666135	1	gray	KIAA1549
chr2	69546911	69614359	1	gray	GFPT1
chr19	55996554	55998933	1	gray	NAT14
chr5	179727697	179780336	1	gray	GFPT2
chr10	103544199	103578222	1	gray	OGA
chr9	133777824	133814634	1	gray	FIBCD1
