chr_name	start	end	delta_methylation
chr7	123555509	123556331	-0.54
chr7	129845547	129845984	-0.54
chr7	180050150	180050496	-0.54
chr8	21750052	21750435	-0.54
chr1	33786001	33786491	-0.53
chr1	51223013	51223387	-0.53
chr1	84040508	84040983	-0.53
chr1	158273042	158273484	-0.53
chr10	15304010	15304466	-0.53
chr10	30754510	30754991	-0.53
chr10	55538011	55538496	-0.53
chr10	117352017	117352437	-0.53
chr10	118676533	118677000	-0.53
chr10	138862503	138862988	-0.53
chr2	11712012	11712500	-0.53
chr2	20537002	20537475	-0.53
chr2	25264512	25264971	-0.53
chr2	42231526	42231952	-0.53
chr2	43522510	43522955	-0.53
chr2	50619529	50619994	-0.53
chr2	79034762	79034972	-0.53
chr2	91499538	91499993	-0.53
chr2	120948564	120949415	-0.53
chr2	130927017	130927459	-0.53
chr2	132213020	132213487	-0.53
chr2	146126112	146126419	-0.53
chr2	147705083	147705486	-0.53
chr2	168419565	168420000	-0.53
chr2	174944028	174944463	-0.53
chr2	180369012	180369328	-0.53
chr2	181464616	181464983	-0.53
chr3	147173010	147173500	-0.53
chr4	72530513	72530929	-0.53
chr5	1577561	1577953	-0.53
chr5	155106548	155107000	-0.53
chr5	188160523	188160994	-0.53
chr6	8809501	8809986	-0.53
chr6	165990509	165990964	-0.53
chr7	19780256	19780473	-0.53
chr7	20244005	20244444	-0.53
chr7	20706534	20706994	-0.53
chr8	97623588	97623993	-0.53
chr8	128693501	128693982	-0.53
chr9	14543670	14543999	-0.53
chr1	89940004	89940494	-0.52
chr1	91034012	91034496	-0.52
chr1	105185501	105185940	-0.52
chr1	165603551	165603984	-0.52
chr1	176520504	176520989	-0.52
chr1	190265506	190265988	-0.52
chr1	200033501	200033976	-0.52
chr1	208050044	208050415	-0.52
chr1	211118576	211118961	-0.52
chr10	35976565	35976995	-0.52
chr10	51240046	51240492	-0.52
chr10	77084526	77084986	-0.52
chr10	97774026	97774402	-0.52
chr10	98903624	98903997	-0.52
chr10	101524514	101524830	-0.52
chr10	107941011	107941497	-0.52
chr10	117304093	117304460	-0.52
chr10	124224022	124224485	-0.52
chr10	124225002	124225477	-0.52
chr10	125577575	125577923	-0.52
chr2	20725507	20725999	-0.52
chr2	23108503	23108991	-0.52
chr2	25028008	25028498	-0.52
chr2	48840513	48840966	-0.52
chr2	58160592	58160969	-0.52
chr2	107704553	107704983	-0.52
chr2	137113003	137113460	-0.52
chr2	141668536	141668950	-0.52
chr2	141944502	141944994	-0.52
chr2	142389032	142389306	-0.52
chr2	155398001	155398484	-0.52
chr2	158415097	158415444	-0.52
chr2	163096509	163096936	-0.52
chr2	172847027	172847363	-0.52
chr2	176440042	176440457	-0.52
chr2	205211581	205211990	-0.52
chr3	160133001	160133500	-0.52
chr4	12193014	12193488	-0.52
chr4	13128582	13128934	-0.52
chr4	202965573	202965944	-0.52
chr4	233258004	233258500	-0.52
chr5	3536601	3536982	-0.52
chr5	161011539	161011975	-0.52
chr5	191145052	191145493	-0.52
chr5	212781515	212781999	-0.52
chr5	213160013	213160487	-0.52
chr5	213995504	213995958	-0.52
chr6	88677617	88677870	-0.52
chr6	144697533	144697967	-0.52
chr6	164383556	164384000	-0.52
chr6	166574506	166574935	-0.52
chr7	21008564	21008944	-0.52
chr7	178163075	178163465	-0.52
chr7	180109513	180109974	-0.52
chr8	30111562	30111955	-0.52
chr1	61846504	61847000	-0.51
chr1	88697501	88697923	-0.51
chr1	94416022	94416491	-0.51
chr1	109845563	109845999	-0.51
chr1	146261006	146261375	-0.51
chr1	152399041	152399426	-0.51
chr1	153226549	153226975	-0.51
chr1	220127058	220127487	-0.51
chr10	2753001	2753494	-0.51
chr10	26545166	26545496	-0.51
chr10	75994502	75994986	-0.51
chr10	85896705	85897000	-0.51
chr10	97117507	97117974	-0.51
chr10	121072001	121072493	-0.51
chr2	14088027	14088498	-0.51
chr2	14906527	14906954	-0.51
chr2	16977003	16977472	-0.51
chr2	47873006	47873500	-0.51
chr2	53138568	53138944	-0.51
chr2	69796003	69796499	-0.51
chr2	84795099	84795500	-0.51
chr2	98762008	98762473	-0.51
chr2	141189569	141189904	-0.51
chr2	168254027	168254477	-0.51
chr2	169621083	169621449	-0.51
chr2	171257504	171257981	-0.51
chr2	177093023	177093416	-0.51
chr3	38778521	38779000	-0.51
chr3	148271528	148271838	-0.51
chr3	166314040	166314472	-0.51
chr3	199570510	199570953	-0.51
chr5	3580503	3580930	-0.51
chr5	11962512	11962975	-0.51
chr5	89091001	89091497	-0.51
chr5	178513502	178513998	-0.51
chr5	179265030	179265474	-0.51
chr5	179614031	179614488	-0.51
chr5	194872501	194873000	-0.51
chr5	201801150	201801449	-0.51
chr6	92507503	92507914	-0.51
chr6	164904514	164904969	-0.51
chr7	10475018	10475479	-0.51
chr7	10929502	10929993	-0.51
chr1	32426008	32426490	-0.5
chr1	159889501	159889957	-0.5
chr1	211113004	211113488	-0.5
chr10	114425055	114425484	-0.5
chr2	43025535	43025982	-0.5
chr2	64590015	64590435	-0.5
chr2	70456021	70456492	-0.5
chr2	85702523	85702929	-0.5
chr2	145507515	145508000	-0.5
chr2	241062613	241062977	-0.5
chr3	175717540	175717990	-0.5
chr3	201692019	201692480	-0.5
chr5	2866028	2866485	-0.5
chr5	196955505	196955992	-0.5
chr5	222642076	222642479	-0.5
chr6	20330031	20330491	-0.5
chr7	23549003	23549488	-0.5
chr7	27969029	27969460	-0.5
chr7	165257006	165257500	-0.5
chr8	174147075	174147340	-0.5
chr9	90041009	90041395	-0.5
chr9	148739589	148739948	-0.5
chr1	198293503	198293993	0.5
chr1	201439513	201439981	0.5
chr1	205395681	205395945	0.5
chr10	18683522	18683991	0.5
chr10	89999524	89999994	0.5
chr10	102528143	102528467	0.5
chr10	139913521	139913971	0.5
chr2	13772061	13772498	0.5
chr5	2064528	2064993	0.5
chr5	179881515	179881976	0.5
chr5	191207034	191207376	0.5
chr7	12244178	12244500	0.5
chr7	171745582	171745871	0.5
chr1	117389036	117389282	0.51
chr1	188584011	188584489	0.51
chr1	191193021	191193494	0.51
chr1	201793525	201793964	0.51
chr1	202089501	202089992	0.51
chr1	227097005	227097500	0.51
chr10	56992584	56992936	0.51
chr10	63456580	63456971	0.51
chr10	128024044	128024462	0.51
chr2	15739501	15739992	0.51
chr2	39182118	39182486	0.51
chr2	47682589	47682993	0.51
chr2	53666072	53666459	0.51
chr2	63028526	63028920	0.51
chr2	121939003	121939490	0.51
chr2	141645040	141645486	0.51
chr2	158484599	158484925	0.51
chr3	164253532	164253919	0.51
chr3	166838031	166838465	0.51
chr5	213977039	213977481	0.51
chr5	216174501	216174988	0.51
chr6	160691518	160691979	0.51
chr6	165908001	165908438	0.51
chr7	5948505	5948956	0.51
chr7	8608538	8608996	0.51
chr7	13882614	13882837	0.51
chr7	139919531	139919996	0.51
chr8	45384002	45384500	0.51
chr8	45765501	45765997	0.51
chr8	86855082	86855500	0.51
chr9	33475502	33475995	0.51
chr9	130896038	130896475	0.51
chr1	72093027	72093467	0.52
chr1	89003719	89003985	0.52
chr1	172560524	172560982	0.52
chr1	188194526	188194986	0.52
chr1	195842691	195842936	0.52
chr1	209266004	209266474	0.52
chr1	214510582	214510960	0.52
chr1	241592509	241592992	0.52
chr10	10303225	10303992	0.52
chr10	17275534	17275995	0.52
chr10	30979631	30979997	0.52
chr10	106797539	106797977	0.52
chr10	137348530	137348982	0.52
chr2	39643634	39643989	0.52
chr2	54272501	54272743	0.52
chr2	67161034	67161492	0.52
chr2	85729080	85729419	0.52
chr2	114517553	114518000	0.52
chr2	146207521	146207998	0.52
chr2	148369001	148369494	0.52
chr3	156121526	156121998	0.52
chr3	156350611	156350995	0.52
chr5	3229029	3229499	0.52
chr5	172489532	172489998	0.52
chr5	179888805	179888996	0.52
chr5	191576531	191576972	0.52
chr5	214166005	214166496	0.52
chr6	94235512	94235993	0.52
chr6	127177002	127177423	0.52
chr7	20250520	20250990	0.52
chr7	90087145	90087498	0.52
chr8	34516506	34516998	0.52
chr1	70297539	70297952	0.53
chr1	93728009	93728494	0.53
chr1	117149531	117150000	0.53
chr1	120741064	120741500	0.53
chr1	201430010	201430495	0.53
chr1	205994019	205994479	0.53
chr1	217630506	217630946	0.53
chr10	105059549	105059928	0.53
chr10	134174507	134174998	0.53
chr10	135831021	135831415	0.53
chr10	139055577	139056000	0.53
chr2	20941035	20941446	0.53
chr2	31081059	31081495	0.53
chr2	36833503	36833921	0.53
chr2	39381559	39381994	0.53
chr2	42241017	42241463	0.53
chr2	50617503	50617990	0.53
chr2	100911618	100912495	0.53
chr2	125936514	125936936	0.53
chr2	138478037	138478490	0.53
chr2	153042527	153043453	0.53
chr2	172530049	172530493	0.53
chr2	172787009	172787475	0.53
chr2	242971537	242971870	0.53
chr3	158288013	158288487	0.53
chr4	178766016	178766491	0.53
chr4	179085520	179086000	0.53
chr5	190294509	190294994	0.53
chr5	193004501	193004992	0.53
chr7	135630017	135630498	0.53
chr8	34688005	34688444	0.53
chr1	190321505	190321998	0.54
chr1	197116014	197116483	0.54
chr1	204238565	204238852	0.54
chr1	212671525	212671935	0.54
chr10	24562031	24562283	0.54
chr10	28268502	28268998	0.54
chr2	26530504	26531000	0.54
chr2	38350091	38350459	0.54
chr2	56545505	56545990	0.54
chr2	109887005	109887450	0.54
chr2	115081003	115081394	0.54
chr2	134144520	134144993	0.54
chr2	168969540	168969993	0.54
chr2	195360037	195360476	0.54
chr2	204902019	204902487	0.54
chr3	151440527	151440977	0.54
chr3	151653601	151653979	0.54
chr3	154247503	154247992	0.54
chr4	179080612	179080875	0.54
chr4	179768002	179768499	0.54
chr5	22389115	22389474	0.54
chr5	169061010	169061482	0.54
chr5	197144707	197144899	0.54
chr5	216825041	216825432	0.54
chr6	164636017	164636354	0.54
chr7	134478004	134478436	0.54
chr8	68506523	68506980	0.54
chr9	118651520	118651982	0.54
chr1	70212006	70212465	0.55
chr1	102259029	102259492	0.55
chr1	210741501	210741976	0.55
chr10	14184501	14184914	0.55
chr10	18995559	18995999	0.55
chr10	78042513	78042993	0.55
chr2	11814535	11814978	0.55
chr2	20722515	20722921	0.55
chr2	23395501	23395973	0.55
chr2	38750022	38750443	0.55
chr2	50474004	50474497	0.55
chr2	132034504	132034997	0.55
chr2	147929509	147929986	0.55
chr2	159223510	159223851	0.55
chr5	4271005	4271493	0.55
chr5	212715033	212715480	0.55
chr5	216046008	216046463	0.55
chr6	166319512	166319977	0.55
chr7	6927078	6927498	0.55
chr8	80844517	80844901	0.55
chr8	81939019	81939436	0.55
chr1	71517146	71517493	0.56
chr1	95019016	95019445	0.56
chr1	105703504	105703962	0.56
chr1	151514525	151514983	0.56
chr1	192995011	192995454	0.56
chr1	203325530	203325999	0.56
chr1	208535014	208535481	0.56
chr1	210739506	210739925	0.56
chr1	222593521	222593992	0.56
chr10	24933509	24933931	0.56
chr10	65983709	65983892	0.56
chr10	73751501	73751999	0.56
chr10	116909535	116909998	0.56
chr10	124929501	124929950	0.56
chr10	126092001	126092461	0.56
chr10	134389505	134389988	0.56
chr10	136403044	136403428	0.56
chr10	139366531	139366977	0.56
chr2	41893026	41893467	0.56
chr2	100633525	100634459	0.56
chr2	115621508	115621998	0.56
chr2	130190001	130190452	0.56
chr2	141723185	141724328	0.56
chr2	156306535	156306895	0.56
chr2	161992552	161992950	0.56
chr2	244297032	244297469	0.56
chr3	151865064	151865500	0.56
chr4	158706001	158706995	0.56
chr5	190355022	190355491	0.56
chr8	41760519	41760984	0.56
chr8	74613668	74613904	0.56
chr1	102362545	102362959	0.57
chr1	109224508	109224996	0.57
chr1	164151045	164151499	0.57
chr1	165235511	165236488	0.57
chr1	167321054	167321374	0.57
chr1	193230001	193230478	0.57
chr1	204344006	204344499	0.57
chr10	39614776	39615500	0.57
chr10	97176022	97176497	0.57
chr10	120427007	120427487	0.57
chr10	132941001	132941493	0.57
chr10	135291520	135291973	0.57
chr2	20634048	20634481	0.57
chr2	23324037	23324492	0.57
chr2	28749001	28749494	0.57
chr2	32028006	32028492	0.57
chr2	62539502	62539998	0.57
chr2	118655067	118655477	0.57
chr2	147152513	147152986	0.57
chr2	147655010	147655492	0.57
chr2	153727525	153727996	0.57
chr4	224379093	224379468	0.57
chr6	165275501	165275927	0.57
chr7	22488033	22488444	0.57
chr8	39059502	39059981	0.57
chr8	56495004	56495497	0.57
chr8	91995518	91995992	0.57
chr1	99226004	99226473	0.58
chr1	145352058	145352466	0.58
chr1	162958528	162959000	0.58
chr1	209165023	209165405	0.58
chr1	214053006	214053480	0.58
chr10	12647002	12647500	0.58
chr10	74379182	74379493	0.58
chr10	78043501	78043990	0.58
chr10	120051003	120051494	0.58
chr10	126090149	126090409	0.58
chr10	139031504	139031987	0.58
chr2	10128573	10128987	0.58
chr2	24063554	24063985	0.58
chr2	24835050	24835459	0.58
chr2	25028517	25028983	0.58
chr2	46803532	46803990	0.58
chr2	71777507	71777978	0.58
chr2	81697654	81697974	0.58
chr2	96526527	96526987	0.58
chr2	108498560	108499497	0.58
chr2	117715503	117715973	0.58
chr2	138449005	138449500	0.58
chr2	166502582	166502981	0.58
chr3	163835028	163835457	0.58
chr3	168692508	168692989	0.58
chr4	235826525	235826941	0.58
chr7	15694001	15694490	0.58
chr8	89373002	89373459	0.58
chr9	14003511	14003996	0.58
chr1	150416534	150416998	0.59
chr1	158086621	158086963	0.59
chr1	175381016	175381480	0.59
chr1	189135527	189135973	0.59
chr1	199521009	199521465	0.59
chr1	210860008	210860477	0.59
chr1	222336506	222337000	0.59
chr10	10683002	10683422	0.59
chr10	15611509	15611980	0.59
chr10	88150004	88150496	0.59
chr2	24842626	24842910	0.59
chr2	31863018	31863462	0.59
chr2	123171007	123171876	0.59
chr2	132000001	132000995	0.59
chr2	132184074	132184476	0.59
chr2	144469001	144469477	0.59
chr2	146501001	146501435	0.59
chr2	161712520	161712896	0.59
chr2	172031017	172031494	0.59
chr2	174020059	174020423	0.59
chr3	64429571	64429996	0.59
chr3	155968022	155968210	0.59
chr4	12077511	12077992	0.59
chr4	233230011	233230475	0.59
chr5	10470001	10470457	0.59
chr5	197137501	197137771	0.59
chr7	11815505	11815970	0.59
chr8	34689009	34689494	0.59
chr8	46187028	46187496	0.59
chr8	63266543	63267000	0.59
chr8	97541563	97541988	0.59
chr1	87560044	87560993	0.6
chr1	88704121	88704905	0.6
chr1	99943515	99943996	0.6
chr1	100218001	100218396	0.6
chr1	105047026	105047357	0.6
chr1	125358519	125359000	0.6
chr1	140873008	140873492	0.6
chr1	273545005	273545473	0.6
chr10	41411260	41411493	0.6
chr10	84757522	84758472	0.6
chr10	113707037	113707487	0.6
chr10	120813622	120813994	0.6
chr10	127493502	127493906	0.6
chr10	140697507	140697945	0.6
chr2	10326019	10326476	0.6
chr2	21337571	21337998	0.6
chr2	26425026	26425440	0.6
chr2	36780093	36780424	0.6
chr2	64581546	64581785	0.6
chr2	88072597	88073483	0.6
chr2	126977503	126977986	0.6
chr2	133491004	133491495	0.6
chr2	138649009	138649497	0.6
chr2	141337001	141337437	0.6
chr3	168500022	168500493	0.6
chr5	62917513	62918498	0.6
chr5	188157510	188157997	0.6
chr6	163887014	163887438	0.6
chr7	14401036	14401461	0.6
chr7	19874546	19874954	0.6
chr7	21834047	21834420	0.6
chr7	27301003	27301494	0.6
chr8	78562035	78562498	0.6
chr1	1919019	1919297	0.61
chr1	71621036	71621488	0.61
chr1	72488581	72488989	0.61
chr1	96664162	96664490	0.61
chr1	106040019	106040498	0.61
chr1	155198005	155198427	0.61
chr1	189130501	189130987	0.61
chr1	195944001	195944498	0.61
chr1	198496263	198496499	0.61
chr1	208076015	208076494	0.61
chr1	209191011	209191498	0.61
chr1	213435505	213435978	0.61
chr10	112124525	112124967	0.61
chr10	117829045	117829488	0.61
chr2	15707503	15707949	0.61
chr2	86912526	86912902	0.61
chr4	191041559	191041897	0.61
chr4	232994535	232994925	0.61
chr5	216758505	216758823	0.61
chr6	160423032	160423486	0.61
chr6	163545677	163545995	0.61
chr7	6964002	6964298	0.61
chr8	69755097	69755425	0.61
chr8	85659540	85659995	0.61
chr8	143117085	143118000	0.61
chr1	121867001	121867500	0.62
chr1	175154625	175154996	0.62
chr1	197497513	197497999	0.62
chr1	206305010	206305953	0.62
chr1	208359513	208360000	0.62
chr10	31109034	31109486	0.62
chr10	39726020	39726315	0.62
chr10	79216008	79216492	0.62
chr10	101562536	101562929	0.62
chr10	101876502	101876989	0.62
chr10	134655044	134655481	0.62
chr10	140177502	140177998	0.62
chr2	25318510	25318914	0.62
chr2	27634019	27634485	0.62
chr2	50228016	50228251	0.62
chr2	54870580	54870988	0.62
chr2	70138016	70138988	0.62
chr2	72987521	72987973	0.62
chr2	137883066	137883446	0.62
chr2	177359001	177359493	0.62
chr2	243295081	243295486	0.62
chr4	234512007	234512443	0.62
chr5	24138515	24138997	0.62
chr5	188999525	188999739	0.62
chr6	106982549	106982968	0.62
chr6	165365019	165365476	0.62
chr7	18576688	18576991	0.62
chr7	172175535	172175971	0.62
chr8	75193503	75193962	0.62
chr8	97216073	97216486	0.62
chr8	97433071	97433458	0.62
chr1	90318518	90318996	0.63
chr1	192301017	192301500	0.63
chr1	216783507	216783987	0.63
chr1	217340528	217341000	0.63
chr1	276230519	276230830	0.63
chr1	288423025	288423498	0.63
chr10	23409200	23409495	0.63
chr10	56356514	56356971	0.63
chr10	64623509	64623976	0.63
chr10	98111124	98111916	0.63
chr10	118111535	118112491	0.63
chr10	118153537	118153914	0.63
chr10	129678080	129678384	0.63
chr2	11335001	11335496	0.63
chr2	13917031	13917985	0.63
chr2	47255613	47255982	0.63
chr2	154667022	154667492	0.63
chr2	168137530	168137962	0.63
chr5	1396230	1396462	0.63
chr8	82886514	82887433	0.63
chr1	84249506	84249951	0.64
chr1	93308656	93309485	0.64
chr1	160336512	160337500	0.64
chr1	196516534	196516985	0.64
chr1	207095504	207095971	0.64
chr10	30922524	30923493	0.64
chr10	35294024	35294473	0.64
chr10	65789557	65789977	0.64
chr10	92767534	92767991	0.64
chr10	116717001	116717466	0.64
chr10	119999002	119999457	0.64
chr2	10175543	10175951	0.64
chr2	11926527	11926985	0.64
chr2	26246016	26246975	0.64
chr2	33027509	33027993	0.64
chr2	156364583	156364988	0.64
chr2	176331513	176331995	0.64
chr3	162855510	162856498	0.64
chr4	182553513	182553915	0.64
chr5	1957567	1958485	0.64
chr5	184318009	184318477	0.64
chr5	197030023	197030946	0.64
chr5	201957102	201957492	0.64
chr5	204706037	204706999	0.64
chr7	26445016	26445441	0.64
chr7	135948094	135948500	0.64
chr7	171737017	171737312	0.64
chr8	71706532	71707455	0.64
chr8	77793501	77794480	0.64
chr8	79378504	79379300	0.64
chr1	95965623	95966922	0.65
chr1	96109066	96109478	0.65
chr1	124358326	124358923	0.65
chr1	147283040	147283962	0.65
chr1	189417519	189417952	0.65
chr1	192974516	192974941	0.65
chr1	199514509	199514971	0.65
chr1	212836001	212836366	0.65
chr10	22025633	22026948	0.65
chr10	77766030	77766434	0.65
chr10	97432699	97432978	0.65
chr10	108468002	108468500	0.65
chr10	119213007	119213465	0.65
chr10	126193014	126193467	0.65
chr10	135241003	135241497	0.65
chr2	13607043	13607467	0.65
chr2	58655518	58656444	0.65
chr2	74324002	74324476	0.65
chr2	139877009	139877996	0.65
chr2	163631554	163631919	0.65
chr2	175339015	175339472	0.65
chr5	179487503	179487960	0.65
chr6	167444030	167444449	0.65
chr7	7543501	7543795	0.65
chr7	24737592	24737951	0.65
chr8	39530712	39530966	0.65
chr8	85435016	85436226	0.65
chr1	145697006	145697486	0.66
chr1	198303079	198303809	0.66
chr1	200099047	200099500	0.66
chr1	302366070	302366476	0.66
chr10	34971521	34972454	0.66
chr10	62336045	62336498	0.66
chr10	73056008	73056997	0.66
chr10	80378647	80378962	0.66
chr10	90141092	90141487	0.66
chr10	133422083	133422479	0.66
chr2	25587616	25587892	0.66
chr2	47130100	47130415	0.66
chr2	48389005	48390000	0.66
chr2	107162514	107163271	0.66
chr2	121700505	121700865	0.66
chr2	141806515	141806983	0.66
chr2	163183510	163183901	0.66
chr2	180674608	180674980	0.66
chr2	240938506	240938990	0.66
chr3	154517501	154517993	0.66
chr4	182560004	182560500	0.66
chr5	187074656	187074998	0.66
chr6	163044026	163044500	0.66
chr6	166587019	166587479	0.66
chr7	23343509	23344000	0.66
chr8	83658004	83658473	0.66
chr1	70300553	70300906	0.67
chr1	73170501	73170994	0.67
chr1	119945666	119946980	0.67
chr1	143488767	143489913	0.67
chr1	202244515	202244998	0.67
chr1	213325007	213325500	0.67
chr1	217388199	217389000	0.67
chr10	24111015	24111492	0.67
chr10	84122074	84122462	0.67
chr10	89134535	89134999	0.67
chr10	94390001	94390994	0.67
chr10	95444002	95444474	0.67
chr10	96732070	96732455	0.67
chr10	113213501	113214460	0.67
chr2	32961563	32961936	0.67
chr2	112572014	112572468	0.67
chr2	119960524	119960981	0.67
chr2	126964608	126965497	0.67
chr2	131354016	131354499	0.67
chr2	161491048	161491915	0.67
chr3	150162563	150162870	0.67
chr3	155556514	155556999	0.67
chr3	158348501	158349476	0.67
chr4	198260534	198261000	0.67
chr5	1221174	1221497	0.67
chr7	15932010	15932463	0.67
chr7	21679057	21679475	0.67
chr1	2560078	2560451	0.68
chr1	21859054	21859494	0.68
chr1	151954039	151954456	0.68
chr1	197757502	197757984	0.68
chr1	205836026	205836993	0.68
chr10	24339012	24339500	0.68
chr10	26350074	26350479	0.68
chr10	34383549	34384498	0.68
chr10	72662003	72662440	0.68
chr10	94130503	94131490	0.68
chr10	100844009	100844457	0.68
chr10	112164558	112164936	0.68
chr10	134391034	134391464	0.68
chr10	139512015	139512494	0.68
chr10	140679007	140679490	0.68
chr2	28575016	28576349	0.68
chr2	35419665	35419982	0.68
chr2	44201123	44201498	0.68
chr2	55806526	55807491	0.68
chr2	55808011	55808377	0.68
chr2	104049139	104050000	0.68
chr2	105200543	105200994	0.68
chr2	127606506	127607941	0.68
chr2	132924774	132925946	0.68
chr2	150506518	150507478	0.68
chr2	157229513	157230494	0.68
chr2	163079094	163079499	0.68
chr4	43843502	43843973	0.68
chr4	179676556	179676995	0.68
chr5	194871026	194871422	0.68
chr5	211887513	211887973	0.68
chr7	8906534	8907493	0.68
chr8	71699634	71699994	0.68
chr1	1921011	1922000	0.69
chr1	90697026	90697489	0.69
chr1	97362519	97362977	0.69
chr1	111270504	111270960	0.69
chr1	113159081	113159484	0.69
chr1	161481144	161481844	0.69
chr1	165163012	165163938	0.69
chr1	174818507	174818998	0.69
chr1	195922560	195922995	0.69
chr10	10682032	10682448	0.69
chr10	16559012	16559991	0.69
chr10	24338039	24338481	0.69
chr10	30086630	30086963	0.69
chr10	69438002	69438476	0.69
chr10	95438523	95439000	0.69
chr10	112523515	112523984	0.69
chr10	139066501	139066923	0.69
chr2	37378517	37378932	0.69
chr2	39098030	39099473	0.69
chr2	41894086	41894488	0.69
chr2	61128559	61129393	0.69
chr2	72576279	72576361	0.69
chr2	79417013	79417457	0.69
chr2	106289501	106289966	0.69
chr2	127116595	127117994	0.69
chr2	145700019	145700500	0.69
chr2	153965506	153966000	0.69
chr2	171161030	171161493	0.69
chr2	182138501	182139500	0.69
chr4	231644057	231644981	0.69
chr5	187151019	187151472	0.69
chr5	195948643	195949999	0.69
chr5	211828509	211828957	0.69
chr6	165276502	165276995	0.69
chr6	166055541	166055976	0.69
chr7	13529054	13530189	0.69
chr7	21486087	21486427	0.69
chr8	79737006	79737412	0.69
chr8	87135002	87135462	0.69
chr8	94943001	94944483	0.69
chr1	87718611	87719456	0.7
chr1	102619511	102619999	0.7
chr1	117727511	117728294	0.7
chr1	120512001	120512976	0.7
chr1	126599528	126599922	0.7
chr1	165605662	165605993	0.7
chr1	190500022	190500462	0.7
chr10	24700013	24700478	0.7
chr10	44089086	44089992	0.7
chr10	50851501	50852426	0.7
chr10	54606507	54606967	0.7
chr10	72953525	72953962	0.7
chr10	76093071	76093470	0.7
chr10	79897502	79897975	0.7
chr10	104815005	104815441	0.7
chr10	135328146	135328493	0.7
chr2	12399630	12399975	0.7
chr2	42451006	42451902	0.7
chr2	47892139	47892989	0.7
chr2	61952086	61952494	0.7
chr2	71816530	71817475	0.7
chr2	112170672	112170956	0.7
chr2	129754540	129754843	0.7
chr2	138399025	138400500	0.7
chr2	138447005	138447976	0.7
chr2	161145535	161145996	0.7
chr2	161596244	161596483	0.7
chr3	161019059	161019446	0.7
chr4	233594001	233594489	0.7
chr5	194465504	194466500	0.7
chr5	214161532	214161995	0.7
chr5	216337027	216337477	0.7
chr5	216961502	216961995	0.7
chr7	9147034	9147489	0.7
chr7	11759546	11760475	0.7
chr7	14696002	14696497	0.7
chr8	62166025	62166438	0.7
chr8	87975597	87975916	0.7
chr1	93783007	93784490	0.71
chr1	143490516	143491498	0.71
chr1	159721514	159722498	0.71
chr1	175081150	175081996	0.71
chr1	205410501	205410986	0.71
chr1	206026068	206026998	0.71
chr1	220481002	220481493	0.71
chr10	55814091	55815393	0.71
chr10	62777510	62778500	0.71
chr2	10372001	10372470	0.71
chr2	62129569	62129980	0.71
chr2	99818034	99818469	0.71
chr2	100603546	100604449	0.71
chr2	126773501	126774413	0.71
chr2	127766667	127767488	0.71
chr2	129618599	129619496	0.71
chr2	145456542	145457445	0.71
chr2	150351013	150351999	0.71
chr2	163496086	163496452	0.71
chr3	150545501	150546378	0.71
chr3	157285553	157286000	0.71
chr3	168248002	168248999	0.71
chr4	234911118	234911342	0.71
chr7	24337047	24337987	0.71
chr8	37922523	37922989	0.71
chr8	76584024	76584999	0.71
chr8	86846002	86846497	0.71
chr1	90651511	90652449	0.72
chr1	109822225	109823480	0.72
chr1	118078537	118080000	0.72
chr1	135498008	135498933	0.72
chr1	149604025	149604430	0.72
chr1	175171009	175171493	0.72
chr1	218790051	218790464	0.72
chr10	25058009	25058398	0.72
chr10	25240005	25240957	0.72
chr10	49091520	49091988	0.72
chr10	57930509	57931382	0.72
chr10	78388522	78388996	0.72
chr10	83129050	83129959	0.72
chr10	83700055	83700990	0.72
chr10	84547009	84547496	0.72
chr10	93647534	93647930	0.72
chr10	95124022	95124988	0.72
chr10	97871040	97871500	0.72
chr10	125381508	125381991	0.72
chr10	126007551	126007947	0.72
chr10	127956214	127956496	0.72
chr2	10769571	10769958	0.72
chr2	29539052	29539496	0.72
chr2	54582508	54582998	0.72
chr2	70188570	70189985	0.72
chr2	73467058	73467494	0.72
chr2	84976041	84976497	0.72
chr2	85150503	85151496	0.72
chr2	107986005	107986494	0.72
chr2	115076509	115076994	0.72
chr2	122555011	122555481	0.72
chr2	156748003	156748997	0.72
chr2	182932011	182932993	0.72
chr3	155340501	155340955	0.72
chr5	21004	21395	0.72
chr5	2372001	2372456	0.72
chr5	191574013	191574498	0.72
chr5	216796005	216797000	0.72
chr6	160395007	160395472	0.72
chr1	87487540	87487990	0.73
chr1	92241006	92241987	0.73
chr1	98172015	98172460	0.73
chr1	137652007	137652999	0.73
chr1	150770501	150771498	0.73
chr1	163736515	163736993	0.73
chr1	210824002	210824484	0.73
chr1	218976102	218976437	0.73
chr10	11416524	11416912	0.73
chr10	12482002	12482493	0.73
chr10	23683509	23683992	0.73
chr10	24291044	24291481	0.73
chr10	30775027	30775990	0.73
chr10	97216524	97216939	0.73
chr10	98003011	98003418	0.73
chr10	129850008	129850326	0.73
chr10	139370522	139370934	0.73
chr2	27153506	27153876	0.73
chr2	46115502	46115987	0.73
chr2	72577062	72577449	0.73
chr2	79235505	79235945	0.73
chr2	105673521	105674498	0.73
chr2	108697509	108698488	0.73
chr2	132088012	132088498	0.73
chr2	157269007	157269481	0.73
chr2	171927545	171927976	0.73
chr3	168708571	168708884	0.73
chr5	179726037	179726651	0.73
